Date,Open,High,Low,Close,Adj Close,Volume
2000-05-30,43.407921,45.383144,42.947037,44.376720,21.989845,11912075
2000-05-31,46.267296,46.380165,45.147999,45.505421,22.549147,7920058
2000-06-01,46.088585,47.499458,46.088585,46.558876,23.071161,12118490
2000-06-02,46.935108,50.227150,46.737587,49.850918,24.702452,16585770
2000-06-05,50.979618,51.026646,48.957363,49.474686,24.516022,3341649
2000-06-06,48.910336,50.086063,48.910336,49.474686,24.516022,10028244
2000-06-07,49.803886,49.944977,47.217285,49.474686,24.516022,3829059
2000-06-08,50.227150,50.791500,48.910336,50.039036,24.795685,3446557
2000-06-09,50.227150,50.744473,49.192509,50.321209,24.935499,11893922
2000-06-12,49.897945,50.603382,49.615772,50.039036,24.795685,2210941
2000-06-13,49.850918,50.039036,48.581131,49.239536,24.399511,9362620
2000-06-14,49.568741,49.709831,48.251926,48.816277,24.189766,4126215
2000-06-15,48.816277,49.192509,47.029167,48.063808,23.816902,5810011
2000-06-16,48.157867,48.534100,46.681152,46.841049,23.210991,11263834
2000-06-19,46.841049,46.841049,46.841049,46.841049,23.210991,0
2000-06-20,47.499458,47.969749,47.123226,47.687576,23.630466,5195472
2000-06-21,48.628159,50.368237,47.029167,48.440041,24.003321,11925923
2000-06-22,48.816277,52.484550,48.816277,52.484550,26.007505,12421679
2000-06-23,52.014259,53.707310,51.073673,53.566219,26.543493,8457357
2000-06-26,51.920200,53.048901,50.791500,50.791500,25.168541,6134092
2000-06-27,51.261791,51.638023,48.628159,49.333595,24.446104,9662939
2000-06-28,50.415268,50.415268,48.769245,48.910336,24.236380,25926463
2000-06-29,49.615772,49.615772,47.217285,47.593517,23.583855,12015415
2000-06-30,47.499458,48.440041,47.217285,48.440041,24.003321,5827819
2000-07-03,48.628159,49.239536,47.922722,47.969749,23.782616,5038096
2000-07-04,48.345985,48.345985,47.734604,48.016781,23.805933,6306591
2000-07-05,47.969749,48.393013,45.768784,46.511845,23.059803,14409807
2000-07-06,46.652935,47.311340,45.853439,46.088585,22.849974,7119145
2000-07-07,46.088585,46.088585,46.088585,46.088585,22.849974,0
2000-07-10,47.029167,47.076195,44.085140,44.809391,22.215763,13982413
2000-07-11,45.232655,45.232655,43.125748,43.172775,21.404364,14318428
2000-07-12,43.407921,44.527214,42.965847,42.965847,21.301764,16678798
2000-07-13,43.737125,43.897022,42.937630,42.984657,21.311087,10427943
2000-07-14,43.266834,44.611870,43.266834,43.360893,21.497618,7583697
2000-07-17,43.737125,43.972271,43.125748,43.501980,21.567560,9150278
2000-07-18,43.727718,43.727718,42.570801,42.787136,21.213163,12075325
2000-07-19,43.069309,43.492573,42.711887,43.248020,21.441662,7655089
2000-07-20,42.787136,43.643066,41.865364,43.266834,21.450987,21347789
2000-07-21,41.865364,42.514366,41.526752,41.545567,20.597607,28990094
2000-07-24,41.545567,41.545567,41.545567,41.545567,20.597607,0
2000-07-25,41.714870,41.808929,40.962402,41.056461,20.355124,4091609
2000-07-26,41.291611,42.796543,40.821316,41.122303,20.387764,9399858
2000-07-27,41.122303,41.122303,41.122303,41.122303,20.387764,0
2000-07-28,40.896564,41.338638,40.303997,40.351025,20.005373,6717613
2000-07-31,40.539143,41.084679,40.445084,40.680229,20.168592,5481784
2000-08-01,41.291611,42.091103,40.821316,42.081699,20.863415,6710117
2000-08-02,42.232193,43.219803,42.222786,43.163368,21.399693,8632780
2000-08-03,43.172775,43.389111,42.495556,43.266834,21.450987,8035093
2000-08-04,43.454948,43.643066,42.476746,43.501980,21.567560,7629653
2000-08-07,43.643066,44.160389,42.890598,42.890598,21.264458,5609391
2000-08-08,43.266834,43.360893,42.138134,43.266834,21.450987,5145583
2000-08-09,43.501980,43.690098,43.135151,43.511387,21.572229,5140320
2000-08-10,43.643066,44.771767,43.454948,44.771767,22.197107,9868450
2000-08-11,44.771767,45.006912,43.897022,44.959885,22.290377,4095144
2000-08-14,44.978695,45.016319,44.207417,44.677708,22.150476,1554460
2000-08-15,44.771767,44.894043,44.282665,44.536621,22.080526,952573
2000-08-16,44.546028,45.571262,44.546028,45.213840,22.416283,5143616
2000-08-17,45.242058,45.514828,44.865826,44.912853,22.267056,3163249
2000-08-18,45.242058,45.599480,44.865826,45.016319,22.318350,2951891
2000-08-21,45.420769,45.505421,44.884636,45.430176,22.523529,5459643
2000-08-22,45.448986,45.448986,43.567822,43.953461,21.791418,5829839
2000-08-23,44.009895,44.442562,42.937630,43.737125,21.684153,3593115
2000-08-24,44.085140,44.668304,42.796543,43.266834,21.450987,3737733
2000-08-25,43.266834,43.737125,43.078716,43.266834,21.450987,3749348
2000-08-28,43.266834,43.718315,43.041096,43.445545,21.539593,5618321
2000-08-29,43.191586,43.549007,42.815353,43.266834,21.450987,2330681
2000-08-30,44.762360,44.762360,43.313862,43.737125,21.684153,3060893
2000-08-31,44.019299,44.395535,42.984657,43.981678,21.805395,2827208
2000-09-01,43.981678,45.383144,43.981678,45.195030,22.406944,8847195
2000-09-04,45.430176,45.430176,44.781174,45.147999,22.383638,2807300
2000-09-05,45.147999,45.477203,44.301476,45.364334,22.490892,3560343
2000-09-06,45.289089,46.370758,45.185623,46.182644,22.896591,7584149
2000-09-07,46.088585,46.173237,45.637104,45.806408,22.710066,6231717
2000-09-08,46.088585,46.088585,44.320286,44.442562,22.033884,4728049
2000-09-11,44.856419,44.856419,44.198009,44.536621,22.080526,3490493
2000-09-12,44.677708,45.524235,44.198009,44.724739,22.173792,4514751
2000-09-13,45.129189,45.608887,44.799984,45.242058,22.430267,6120217
2000-09-14,45.618294,51.732082,45.383144,46.746990,23.176395,15599654
2000-09-15,46.963326,48.440041,46.370758,46.370758,22.989864,9362939
2000-09-18,46.568279,46.935108,45.383144,45.401958,22.509542,3510932
2000-09-19,45.336117,45.608887,44.677708,44.903450,22.262388,5962602
2000-09-20,45.608887,45.608887,44.442562,44.564838,22.094517,3665092
2000-09-21,44.865826,45.138596,43.295052,43.944054,21.786736,7297279
2000-09-22,43.737125,44.762360,43.266834,44.668304,22.145813,1400035
2000-09-25,45.147999,45.336117,44.245041,45.289089,22.453588,3170452
2000-09-26,45.044537,45.082157,44.310883,44.442562,22.033884,2103960
2000-09-27,44.677708,45.044537,43.454948,43.812370,21.721451,5020554
2000-09-28,43.906429,44.207417,43.041096,43.257427,21.446320,7899140
2000-09-29,43.266834,43.407921,42.608425,42.608425,21.124561,5160972
2000-10-02,42.890598,43.257427,42.232193,42.373280,21.007980,9824275
2000-10-03,42.467339,42.787136,42.185162,42.185162,20.914711,10315406
2000-10-04,42.467339,42.787136,42.232193,42.260410,20.952030,8246531
2000-10-05,42.429714,44.207417,42.420307,43.266834,21.450987,11367360
2000-10-06,43.680691,43.680691,42.486149,42.486149,21.076551,6740577
2000-10-09,42.420307,42.702484,41.545567,41.667843,20.670614,5808841
2000-10-10,42.128727,42.128727,40.915375,40.915375,20.297327,6944759
2000-10-11,41.329231,41.329231,39.974792,40.539143,20.110676,11116080
2000-10-12,40.539143,40.539143,40.539143,40.539143,20.110676,0
2000-10-13,39.974792,40.351025,38.657974,39.513905,19.602076,13410480
2000-10-16,40.774288,41.103493,39.739647,40.068851,19.877378,5773252
2000-10-17,40.445084,40.445084,37.106014,37.247101,18.477556,28198298
2000-10-18,37.435219,37.623333,35.365932,37.623333,18.664202,19307645
2000-10-19,37.623333,38.074814,37.171852,37.501057,18.603542,11114086
2000-10-20,37.999565,39.335194,37.999565,39.269356,19.480761,23516044
2000-10-23,39.495094,39.880733,37.858479,38.093624,18.897495,16687622
2000-10-24,38.375801,39.786674,37.943130,39.786674,19.737402,6636945
2000-10-25,39.222324,39.786674,38.469860,38.940151,19.317446,3676362
2000-10-26,38.799065,39.316383,38.093624,38.093624,18.897495,12289447
2000-10-27,38.582729,39.692616,38.103031,39.495094,19.592741,6355763
2000-10-30,39.504501,39.504501,38.140656,38.140656,18.920837,2409222
2000-10-31,38.140656,38.140656,38.140656,38.140656,18.920837,0
2000-11-01,38.140656,38.140656,38.140656,38.140656,18.920837,0
2000-11-02,39.504501,39.918358,39.034210,39.504501,19.597422,7159174
2000-11-03,39.231731,41.940613,39.231731,41.761902,20.717268,20269973
2000-11-06,41.752495,42.655453,41.667843,41.761902,20.717268,5869283
2000-11-07,42.138134,42.185162,41.432697,41.432697,20.553949,2476627
2000-11-08,41.432697,41.855961,40.435677,40.454491,20.068687,3755222
2000-11-09,40.256966,40.774288,39.796082,40.680229,20.180670,3654354
2000-11-10,40.915375,40.915375,39.645588,40.360432,20.022022,8077301
2000-11-13,40.012417,40.887157,39.504501,39.504501,19.597422,6776937
2000-11-14,39.749050,40.435677,39.222324,39.504501,19.597422,5708425
2000-11-15,40.303997,40.727261,39.598560,40.539143,20.110676,12943005
2000-11-16,40.774288,41.385666,40.050037,41.385666,20.530628,5192841
2000-11-17,40.764881,41.855961,39.758457,40.021820,19.854042,9351776
2000-11-20,40.445084,41.047058,39.739647,40.445084,20.064016,4858394
2000-11-21,40.162910,40.633202,39.081238,39.918358,19.802717,6625117
2000-11-22,39.410442,39.504501,37.867886,38.187683,18.944162,5886054
2000-11-23,38.563915,38.563915,36.682751,38.281742,18.990829,9951802
2000-11-24,38.291149,38.996586,37.811451,38.610947,19.154131,2750447
2000-11-27,39.410442,39.410442,37.736202,37.783234,18.743530,2220563
2000-11-28,37.905506,37.905506,37.153042,37.153042,18.430901,4743120
2000-11-29,37.058983,37.247101,36.682751,37.011955,18.360903,16232904
2000-11-30,37.153042,38.319366,36.306519,38.093624,18.897495,6886922
2000-12-01,38.150059,38.563915,37.247101,37.294128,18.500883,4267431
2000-12-04,37.905506,37.905506,35.742168,35.742168,17.730995,10226206
2000-12-05,36.221863,37.077793,36.221863,36.889679,18.300249,5973659
2000-12-06,36.889679,36.889679,36.889679,36.889679,18.300249,0
2000-12-07,36.729778,38.563915,36.682751,38.469860,19.084139,8449304
2000-12-08,38.469860,38.469860,38.469860,38.469860,19.084139,0
2000-12-11,38.846092,40.633202,38.573322,40.633202,20.157333,13072685
2000-12-12,40.905968,42.044075,39.824299,40.463894,20.073349,17349658
2000-12-13,41.649029,41.846554,40.614388,40.915375,20.297327,7838220
2000-12-14,40.821316,40.821316,40.106476,40.285183,19.984692,8627146
2000-12-15,39.645588,39.833706,38.836685,39.250542,19.471424,7663090
2000-12-18,38.761440,40.398052,38.093624,38.093624,18.897495,10369761
2000-12-19,38.516888,39.024803,37.435219,37.858479,18.780855,7724514
2000-12-20,37.623333,37.755016,36.240677,36.504040,18.108944,20535208
2000-12-21,36.221863,36.682751,35.742168,36.203053,17.959620,7608416
2000-12-22,36.080776,36.899082,35.967907,36.184242,17.950294,11351997
2000-12-25,36.184242,36.184242,36.184242,36.184242,17.950294,0
2000-12-26,36.184242,36.184242,36.184242,36.184242,17.950294,0
2000-12-27,36.917896,37.058983,35.036728,35.130787,17.427698,11047346
2000-12-28,35.281281,35.582268,34.340698,34.340698,17.035751,7934730
2000-12-29,34.237232,35.074352,34.049118,34.237232,16.984423,11033657
2001-01-01,34.237232,34.237232,34.237232,34.237232,16.984423,0
2001-01-02,34.519409,35.554050,33.625854,34.660496,17.194389,5424957
2001-01-03,33.917435,35.638702,33.917435,35.554050,17.637680,6175981
2001-01-04,37.613930,37.623333,36.513447,36.541664,18.127604,14707946
2001-01-05,36.682751,37.482246,36.541664,36.936707,18.323574,11672942
2001-01-08,36.776810,37.106014,36.682751,36.739185,18.238771,4875803
2001-01-09,37.200069,37.294128,36.682751,36.823837,18.280788,4007619
2001-01-10,36.917896,37.228287,36.682751,36.974331,18.355497,3686355
2001-01-11,37.200069,37.218884,36.682751,36.739185,18.238771,3874510
2001-01-12,37.049580,37.670364,36.917896,37.585709,18.659016,10387383
2001-01-15,37.792637,38.620354,37.623333,38.084221,18.906494,11038176
2001-01-16,38.150059,38.422829,37.106014,37.200069,18.467567,11307876
2001-01-17,38.281742,39.034210,37.623333,37.623333,18.677696,18663231
2001-01-18,38.140656,39.730240,38.140656,39.730240,19.723646,52338264
2001-01-19,40.445084,40.633202,39.899544,40.501518,20.106543,23173198
2001-01-22,40.021820,41.009434,39.410442,39.833706,19.775005,12788207
2001-01-23,39.570339,42.420307,39.570339,41.479725,20.592144,22483015
2001-01-24,41.479725,41.479725,41.479725,41.479725,20.592144,0
2001-01-25,40.501518,41.282204,40.501518,41.037651,20.372696,13854274
2001-01-26,41.037651,41.037651,41.037651,41.037651,20.372696,0
2001-01-29,41.620811,41.620811,40.821316,41.009434,20.358683,2534783
2001-01-30,41.150520,41.479725,40.924782,41.442101,20.573479,12487968
2001-01-31,41.451508,42.269814,40.924782,42.269814,20.984385,9189908
2001-02-01,41.808929,42.213379,40.830723,41.197552,20.452076,7035873
2001-02-02,41.639626,41.639626,39.730240,40.351025,20.031815,5665553
2001-02-05,40.078255,40.398052,39.984200,40.256966,19.985126,2990192
2001-02-06,40.219345,40.633202,39.814892,40.539143,20.125216,6398183
2001-02-07,40.435677,40.435677,39.194107,39.448067,19.583553,7085097
2001-02-08,39.297573,39.927765,39.250542,39.391628,19.555538,6514175
2001-02-09,39.410442,40.445084,39.269356,39.739647,19.728308,3257154
2001-02-12,40.040634,40.388649,39.749050,40.031227,19.873058,6762691
2001-02-13,40.247562,40.379242,39.880733,40.303997,20.008490,2849189
2001-02-14,39.974792,40.332214,39.034210,39.053020,19.387447,4197155
2001-02-15,39.325790,40.144096,39.081238,39.814892,19.765667,4414441
2001-02-16,39.974792,39.974792,38.874310,39.391628,19.555538,7277637
2001-02-19,38.940151,39.231731,38.855499,39.128265,19.424799,3428085
2001-02-20,39.288166,39.288166,38.846092,39.034210,19.378099,2898653
2001-02-21,39.034210,39.354008,38.657974,38.657974,19.191334,10411198
2001-02-22,38.620354,38.620354,37.331753,37.491653,18.612320,14626162
2001-02-23,37.802044,37.905506,36.917896,36.964924,18.350828,5579064
2001-02-26,37.623333,37.623333,37.153042,37.218884,18.476902,2868352
2001-02-27,37.595116,37.613930,36.917896,36.974331,18.355497,9916000
2001-02-28,36.880272,37.435219,36.880272,37.106014,18.420872,7344272
2001-03-01,37.153042,37.623333,36.974331,37.247101,18.490911,2516417
2001-03-02,38.084221,38.573322,37.435219,38.545105,19.135294,10252334
2001-03-05,38.582729,39.118862,38.375801,38.469860,19.097940,3604917
2001-03-06,39.118862,39.316383,38.610947,39.118862,19.420130,4160024
2001-03-07,39.222324,39.269356,38.121841,38.563915,19.144632,2324195
2001-03-08,38.883717,38.883717,38.187683,38.338177,19.032566,2060848
2001-03-09,38.554512,38.930744,38.103031,38.563915,19.144632,2855196
2001-03-12,38.563915,38.846092,36.513447,36.927303,18.332153,6392017
2001-03-13,36.682751,37.425812,36.221863,36.221863,17.981941,16189155
2001-03-14,36.221863,36.221863,36.221863,36.221863,17.981941,0
2001-03-15,35.732761,36.156021,34.810989,34.848614,17.300215,7577239
2001-03-16,35.140194,35.450584,34.425350,34.688713,17.220839,6646221
2001-03-19,34.660496,35.243656,34.660496,35.074352,17.412273,3136138
2001-03-20,35.516426,35.939690,35.290688,35.384747,17.566374,5908992
2001-03-21,35.224846,35.224846,34.801582,35.055542,17.402935,6484566
2001-03-22,35.177818,35.544643,33.578827,33.729317,16.744556,11248391
2001-03-23,34.801582,34.801582,33.766941,33.955059,16.856623,4020111
2001-03-26,34.698120,34.980293,34.152580,34.820396,17.286203,6874962
2001-03-27,35.168411,35.695137,34.519409,35.638702,17.692440,7784238
2001-03-28,35.177818,35.977314,35.083759,35.836224,17.790493,9871613
2001-03-29,35.742168,35.911472,34.801582,35.469398,17.608391,5392159
2001-03-30,34.895641,35.732761,34.895641,35.554050,17.650421,7866926
2001-04-02,35.742168,35.920879,35.412964,35.920879,17.832527,5845893
2001-04-03,35.535236,35.930283,35.412964,35.742168,17.743816,7794125
2001-04-04,35.365932,36.635719,35.271873,36.494633,18.117353,4169486
2001-04-05,36.231270,36.870869,35.986717,36.814430,18.276123,5024674
2001-04-06,37.049580,37.294128,35.939690,36.137211,17.939920,4939035
2001-04-09,35.187222,36.569881,35.187222,36.457008,18.098686,4065615
2001-04-10,36.457008,36.861462,35.742168,36.720371,18.229424,3298139
2001-04-11,36.767403,36.917896,36.212460,36.551067,18.145380,5039957
2001-04-12,36.852055,36.917896,35.845631,36.165428,17.953930,1703012
2001-04-13,36.165428,36.165428,36.165428,36.165428,17.953930,0
2001-04-16,36.165428,36.165428,36.165428,36.165428,17.953930,0
2001-04-17,36.165428,36.663937,35.930283,36.541664,18.140713,3937742
2001-04-18,36.682751,37.529274,36.635719,37.529274,18.630991,5893204
2001-04-19,38.187683,38.695599,37.482246,38.563915,19.144632,14419083
2001-04-20,38.469860,38.742626,37.435219,37.623333,18.677696,10252706
2001-04-23,37.623333,38.093624,36.880272,37.613930,18.673019,3676840
2001-04-24,37.623333,37.999565,37.162449,37.999565,18.864470,4172198
2001-04-25,37.999565,38.808468,37.341160,38.629757,19.177320,5327305
2001-04-26,38.629757,38.921337,38.187683,38.563915,19.144632,4034836
2001-04-27,38.469860,39.401035,38.206493,39.128265,19.424799,4398865
2001-04-30,39.071831,39.410442,38.375801,39.222324,19.471506,3558137
2001-05-01,39.222324,39.222324,39.222324,39.222324,19.471506,0
2001-05-02,39.504501,39.579746,38.705006,39.071831,19.396778,3755408
2001-05-03,39.269356,39.401035,37.717392,37.905506,18.817780,6294949
2001-05-04,37.811451,38.469860,37.679768,38.112438,18.920498,4751120
2001-05-07,38.112438,38.112438,38.112438,38.112438,18.920498,0
2001-05-08,38.347584,39.410442,38.347584,39.071831,19.396778,4587924
2001-05-09,39.071831,39.316383,38.610947,39.081238,19.401451,4637520
2001-05-10,39.081238,40.191128,38.846092,39.890141,19.803019,7816558
2001-05-11,39.871326,39.955978,39.429253,39.551529,19.634922,5006148
2001-05-14,39.560936,40.219345,39.212917,39.927765,19.821699,5422087
2001-05-15,39.692616,40.209938,39.692616,40.191128,19.952452,2685833
2001-05-16,40.068851,40.068851,39.504501,39.833706,19.775005,4479188
2001-05-17,40.313400,40.388649,39.927765,39.984200,19.849707,4557251
2001-05-18,39.504501,40.915375,39.504501,40.492111,20.101866,67662743
2001-05-21,40.680229,40.699039,39.560936,39.786674,19.751659,2730140
2001-05-22,40.303997,40.445084,39.852516,39.880733,19.798353,4372127
2001-05-23,39.927765,40.454491,39.927765,40.209938,19.961782,2573801
2001-05-24,39.786674,40.256966,39.786674,39.880733,19.798353,1513395
2001-05-25,40.050037,40.050037,38.563915,38.770844,19.247360,8508788
2001-05-28,38.799065,39.259949,38.770844,38.780251,19.252031,1677682
2001-05-29,38.799065,38.799065,38.187683,38.187683,18.957851,2483299
2001-05-30,38.554512,38.940151,38.300552,38.761440,19.242685,6622539
2001-05-31,38.563915,39.203514,38.328770,38.601540,19.163309,3444856
2001-06-01,38.573322,38.874310,38.037189,38.093624,18.911163,3080375
2001-06-04,38.281742,38.422829,38.140656,38.272335,18.999891,1777354
2001-06-05,38.394611,39.128265,38.027782,38.987179,19.354757,5671560
2001-06-06,39.081238,39.306976,38.620354,38.620354,19.172663,1736714
2001-06-07,38.582729,39.128265,38.187683,38.657974,19.191334,2837069
2001-06-08,38.930744,39.401035,38.864902,38.864902,19.294048,8539913
2001-06-11,38.723816,39.683212,38.695599,39.288166,19.504179,3536076
2001-06-12,39.532719,39.532719,38.375801,38.516888,19.121279,3654088
2001-06-13,38.667381,39.109455,38.375801,39.034210,19.378099,4669602
2001-06-14,38.610947,39.128265,38.404018,39.128265,19.424799,3185496
2001-06-15,38.667381,39.147079,38.037189,38.657974,19.191334,5937884
2001-06-18,38.432236,38.846092,37.171852,37.623333,18.677696,2854239
2001-06-19,37.388187,38.234715,37.388187,38.234715,18.981201,4741631
2001-06-20,38.328770,38.328770,37.256508,37.764420,18.747736,7756330
2001-06-21,37.877293,38.215900,37.153042,37.153042,18.444220,3601621
2001-06-22,37.717392,38.056004,37.435219,37.886696,18.808437,3174253
2001-06-25,37.679768,38.479263,37.576305,38.093624,18.911163,3027323
2001-06-26,38.328770,38.328770,37.256508,37.369377,18.551620,3944626
2001-06-27,37.802044,38.037189,37.369377,38.037189,18.883144,5455497
